,ID,Employment_Status,Employment_Status_Aggregated,Work_as_Contractor_12m,Work_as_Perm,Residence_Country,Residence_District,Residence_District_Aggregated,Work_Company_Country,Work_Company_Continent,Work_Company_PT_International,Work_Company_PT_District,Work_Company_PT_District_Aggregated,Remote_Working_Current,Remote_Working_Current_Flexible_Office_Days,Remote_Working_due_to_Covid,Job_Remote_or_Office,Remote_Work_Opinion,Job_Role_Original,Job_Role_Other,Job_Role,Employer_Industry,Employer_Industry_Other,Employer_Org_Type,Employer_Org_Type_Other,Employer_Size,Language_JavaScript,Language_Bash/Shell/PowerShell,Language_SQL,Language_Java,Language_C#,Language_Python,Language_PHP,Language_C++,Language_C,Language_TypeScript,Language_Ruby,Language_Swift,Language_Objective-C,Language_VB.NET,Language_Assembly,Language_R,Language_Perl,Language_VBA,Language_Matlab,Language_Go,Language_Scala,Language_Groovy,Language_Coffee Script,Language_Visual Basic 6,Language_Lua,Language_Haskell,Language_HTML/CSS,Language_Kotlin,Language_Rust,Language_Elixir,Language_Clojure,Language_WebAssembly,Language_Dart,Language_Languages_N/A,Language_Languages_Other,Framework_jQuery,Framework_.NET,Framework_Angular/Angular.js,Framework_Ruby on Rails,Framework_React,Framework_Django,Framework_Laravel,Framework_Spring,Framework_Vue.js,Framework_Express,Framework_Meteor,Framework_Flask,Framework_Ember.js,Framework_Drupal,Framework_OutSystems,Framework_Framework_N/A,Framework_Framework_Other,Contractor_Avg_Project,Contractor_Avg_Project_Intervals,Contractor_Avg_Hour_Rate,Contractor_Avg_Annual_Salary,Perm_Current_Company_how_long,Perm_GAS,Perm_GAS_Avg,Perm_GAS_Low_Limit,Perm_GAS_High_Limit,Avg_Salary,Salary_Change,Salary_Fairness,Changing_Jobs_next_6_months,Job_Motivator_Work_life_balance,Job_Motivator_Compensation_and_benefits,Job_Motivator_Training/Development_programs_at_work,Job_Motivator_Career_growth_opportunities,Job_Motivator_Remote_working,Job_Motivator_Flexible_schedule,Job_Motivator_Company_culture,Job_Motivator_The_technologies_I'm_working_with,Job_Motivator_Versatility/Variety_of_projects,Job_Motivator_Freedom_to_choose_the_clients_and/or_projects,Job_Motivator_Being_autonomous_at_work,Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is,Job_Motivator_Environmentally_friendly/responsible_work_practice,Job_Perk_Meals_allowance/Company_provided_meals_or_snacks,Job_Perk_Transportation_benefit,Job_Perk_Health_benefits,Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership),Job_Perk_Computer/_Office_equipment_allowance,Job_Perk_Professional_development_sponsorship,Job_Perk_Annual_bonus,Job_Perk_Long-term_leave,Job_Perk_Parental_leave,Job_Perk_Stock_options_or_shares,Job_Perk_Education_sponsorship,Job_Perk_Child_care,Citizenship,Birth_Year,Age,Gender,English_Level,Way_Into_Tech,Way_Into_Tech_Other,Education_Level,Working_Experience,Working_Experience_Aggregated
1903,1904,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,UK,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,DevOps Engineer,,DevOps Engineer,Cloud-based solutions or services,,"Scale-up (fast growing company aka ""unicorn"")",,Less than 10 employees,,Bash/Shell/PowerShell,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FastAPI,,,,,Between 1 - 3 years,€45.000 - €50.000,47500.0,45000.0,50000.0,47500,"]5%,15%]",5,1.0,7,7,7,7,3,5,5,4,3,3,6,5,5,4,5,7,4,6,7,3,5,6,2,6,6,Portuguese,1983.0,38.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
1904,1905,Employed full-time,Permanent Employee,1.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,Flexible between remote and office,2.0,Working remote because of Covid-19,Full Office Job,6.0,Full-Stack Developer,,Full-Stack Developer,Healthcare or social services,,Corporate,,100 - 499 employees,JavaScript,Bash/Shell/PowerShell,SQL,Java,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€55.000 - €60.000,57500.0,55000.0,60000.0,57500,"]0%, 5%]",7,3.0,5,5,7,6,7,7,6,6,6,6,7,5,6,3,5,7,6,6,5,6,6,3,3,7,4,Portuguese,1969.0,52.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
1905,1906,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Germany,Europe,International,,,Flexible between remote and office,2.0,Working remote because of Covid-19,Full Office Job,3.0,Front-End Developer,,Front-End Developer,Cloud-based solutions or services,,"Scale-up (fast growing company aka ""unicorn"")",,20 - 99 employees,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,React,,,,,,,,,,,,,,,,,Less than one year,€45.000 - €50.000,47500.0,45000.0,50000.0,47500,Increased more than 15%,7,1.0,7,7,5,6,5,5,6,6,4,2,6,6,5,2,2,4,2,3,4,2,5,5,5,4,5,Portuguese,1993.0,28.0,Male,Professional working proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1906,1907,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,2.0,Working remote because of Covid-19,Full Office Job,5.0,Full-Stack Developer,,Full-Stack Developer,Cloud-based solutions or services,,Outsourcing,,100 - 499 employees,JavaScript,Bash/Shell/PowerShell,SQL,,,Python,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,,,React,,,,,Express,,Flask,,,,,,,,,,Less than one year,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,4,3.0,6,6,6,7,6,6,6,6,6,6,6,6,6,6,5,7,4,5,5,4,4,3,5,5,5,Portuguese,1997.0,24.0,Male,Professional working proficiency,University,,Masters degree,Less than 1 year,0 - 3 years
1907,1908,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Data and analytics,,Consulting Business,,More than 5.000 employees,,,SQL,,,Python,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]0%, 5%]",2,4.0,6,7,5,7,5,6,5,6,6,5,5,5,5,5,5,7,6,7,5,5,5,5,6,5,4,Portuguese,1994.0,27.0,Male,Professional working proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1908,1909,Employed full-time,Permanent Employee,0.0,,Portugal,Setúbal,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,1.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Quality Assurance/Testing,,Quality Assurance/Testing,Software development - other,,"Scale-up (fast growing company aka ""unicorn"")",,500 - 999 employees,JavaScript,,,,,,,,,,,Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,Increased more than 15%,6,1.0,7,6,7,7,7,7,7,5,5,1,7,6,7,6,6,7,6,7,6,5,7,4,4,4,4,Portuguese,1991.0,30.0,Female,Full professional proficiency,Self-taught,,Masters degree,Between 1 - 3 years,0 - 3 years
1909,1910,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,UK,Europe,International,,,Flexible between remote and office,4.0,Working remote because of Covid-19,Full Office Job,7.0,Scrum Master,,Scrum Master,Cloud-based solutions or services,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€45.000 - €50.000,47500.0,45000.0,50000.0,47500,"]5%,15%]",3,3.0,7,6,4,6,7,7,7,6,7,6,7,4,6,4,4,4,2,4,3,6,6,6,4,4,2,Portuguese,1980.0,41.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
1910,1911,Working as a Contractor/Freelancer,Contractor,,1.0,Portugal,Lisboa,Lisbon Metropolitan Area,USA,North America,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,Product Owner/Product Manager,,Product Owner/Product Manager,Information technology,,Corporate,,More than 5.000 employees,JavaScript,,SQL,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7 to 12 months,0.0,0.0,,,,,,0,"]5%,15%]",5,3.0,7,7,4,6,7,7,3,5,6,6,4,2,4,6,6,7,4,7,7,7,3,3,5,4,4,Portuguese,1989.0,32.0,I prefer not to say,Native or bilingual proficiency,Self-taught,,Masters degree,More than 9 years,6+ years
1911,1912,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Germany,Europe,International,,,Flexible between remote and office,1.0,Working remote because of Covid-19,Full Office Job,4.0,Full-Stack Developer,,Full-Stack Developer,Web development or design,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,JavaScript,,,Java,,Python,,,,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vue.js,,,,,,,,,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]5%,15%]",4,1.0,5,5,7,5,3,6,5,4,3,3,3,3,6,5,5,5,5,5,6,5,4,4,3,6,3,Portuguese,1991.0,30.0,Male,Full professional proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
1912,1913,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Belgium,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Back-End Developer,,Back-End Developer,Financial and banking,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,JavaScript,,,,,,,,,,Ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby on Rails,,,,,Vue.js,,,,,,,,,,,,,Between 1 - 3 years,> €100.000,102500.0,100000.0,105000.0,102500,"]5%,15%]",5,2.0,7,7,5,5,7,7,5,3,2,1,6,6,6,1,1,5,1,6,4,4,6,6,5,5,4,Portuguese,1990.0,31.0,Male,Full professional proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
1913,1914,Employed full-time,Permanent Employee,1.0,,Portugal,Faro,South,Portugal,Europe,Portugal,Faro,South,"No, full office job",,,Full Office Job,6.0,Back-End Developer,,Back-End Developer,Software development - other,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,,,SQL,,C#,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,Angular/Angular.js,,,,,,,,,,,,,,,,,,,More than 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,3,3.0,6,7,6,7,7,7,6,6,5,5,6,7,5,5,5,7,5,5,6,7,6,6,5,5,6,Portuguese,1992.0,29.0,Male,Limited working proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1914,1915,Employed full-time,Permanent Employee,1.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,Flexible between remote and office,1.0,Working remote because of Covid-19,Full Office Job,4.0,Back-End Developer,,Back-End Developer,Software development - other,,Corporate,,1000 - 4.999 employees,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,,,,,,,,,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]5%,15%]",4,3.0,4,4,4,5,5,3,4,4,6,4,4,6,6,4,3,5,2,5,5,6,5,6,5,5,5,Portuguese,1985.0,36.0,Female,Professional working proficiency,Code bootcamp,,Masters degree,Less than 1 year,0 - 3 years
1915,1916,Employed full-time,Permanent Employee,1.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Braga,North,"No, full office job",,,Full Office Job,3.0,Full-Stack Developer,,Full-Stack Developer,Education and training,,Startup (new business venture),,Less than 10 employees,JavaScript,,SQL,,,,PHP,,,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,React,,Laravel,,,,,,,,,,,,,,,Between 1 - 3 years,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,2,5.0,6,5,6,6,4,7,5,5,5,5,3,3,5,5,5,6,5,7,4,4,5,5,3,5,4,Portuguese,1996.0,25.0,Male,Professional working proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
1916,1917,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Dubai,Middle East,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Back-End Developer,,Back-End Developer,Retail or ecommerce,,Corporate,,More than 5.000 employees,,,,Java,,Python,PHP,,,,,,,,,,,,,Go,,,,,,,,,,,,,,,,,,,,,Django,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,3,4.0,7,7,6,7,6,7,5,5,6,5,7,5,5,5,5,7,5,5,6,7,6,7,3,6,6,Portuguese,1991.0,30.0,Female,Native or bilingual proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1917,1918,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Full-Stack Developer,,Full-Stack Developer,Software development - other,,Consulting Business,,100 - 499 employees,JavaScript,Bash/Shell/PowerShell,SQL,,C#,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,.NET,Angular/Angular.js,,,,,,,,,,,,,,,,,,,More than 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]5%,15%]",4,2.0,7,7,5,7,4,7,7,5,4,5,7,5,4,5,6,7,4,7,7,7,7,7,4,7,7,Portuguese,1992.0,29.0,Male,Professional working proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1918,1919,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Product Owner/Product Manager,,Product Owner/Product Manager,Software development - other,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,,,SQL,Java,,Python,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,Hasn't changed,5,4.0,7,5,5,6,6,4,5,5,6,6,7,4,6,5,4,7,2,4,5,3,3,4,3,3,4,Portuguese,1981.0,40.0,Female,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
1919,1920,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,Flexible between remote and office,2.0,Working remote because of Covid-19,Full Office Job,5.0,Back-End Developer,,Back-End Developer,Retail or ecommerce,,Corporate,,1000 - 4.999 employees,JavaScript,,SQL,,C#,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,.NET,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,"]0%, 5%]",6,2.0,6,7,5,6,6,6,5,6,6,6,7,6,6,6,5,5,5,7,6,6,5,7,6,6,6,Portuguese,1976.0,45.0,Male,Professional working proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
1920,1921,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,UK,Europe,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Technical Team Leader,,Technical Team Leader,Software development - other,,Nearshore (outsource business processes to companies in a nearby country),,20 - 99 employees,JavaScript,Bash/Shell/PowerShell,SQL,Java,,,,,,,,,,,,,,,,,,,,,,,,Kotlin,,,,,,,,,,,,React,,,Spring,,,,,,,,,,,,,,More than 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"[-15%, -5%[",5,5.0,6,7,6,6,4,5,5,6,6,4,6,4,6,5,5,6,5,7,6,6,7,4,3,4,4,Portuguese,1985.0,36.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
1921,1922,Employed full-time,Permanent Employee,0.0,,Portugal,Aveiro,Centre,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Back-End Developer,,Back-End Developer,Consulting,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,,,SQL,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,,,,,,,,,,,,,Less than one year,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,6,3.0,7,5,6,5,7,7,4,6,6,5,6,4,6,5,3,7,4,7,4,3,5,7,3,5,4,Portuguese,1997.0,24.0,Male,Native or bilingual proficiency,University,,Masters degree,Less than 1 year,0 - 3 years
1922,1923,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Castelo Branco,Centre,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,Back-End Developer,,Back-End Developer,Consulting,,Corporate,,More than 5.000 employees,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,,,,,,,,,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,6,3.0,6,5,6,6,7,6,7,5,5,5,6,7,6,4,4,7,3,5,5,5,5,5,3,4,4,Portuguese,1989.0,32.0,Female,Professional working proficiency,Code bootcamp,,Masters degree,Less than 1 year,0 - 3 years
1923,1924,Employed full-time,Permanent Employee,0.0,,Portugal,Aveiro,Centre,Portugal,Europe,Portugal,Aveiro,Centre,Flexible between remote and office,1.0,Working remote because of Covid-19,Full Office Job,6.0,Full-Stack Developer,,Full-Stack Developer,Manufacturing,,Corporate,,More than 5.000 employees,JavaScript,,SQL,Java,,,,,,,,,,,,,,,,,,,,,,,,Kotlin,,,,,,,,,,Angular/Angular.js,,,,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"]5%,15%]",5,4.0,7,7,2,7,5,7,3,5,4,1,4,4,2,5,3,7,4,4,2,6,4,7,4,2,6,Brazilian,1989.0,32.0,Male,Native or bilingual proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
1924,1925,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Technical Team Leader,,Technical Team Leader,Consulting,,Consulting Business,,1000 - 4.999 employees,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,"[-5%, 0%[",4,4.0,7,6,6,6,5,7,6,5,5,6,7,6,6,5,4,5,5,6,5,5,5,6,4,5,5,Portuguese,1987.0,34.0,Male,Professional working proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
1925,1926,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,1.0,Working remote because of Covid-19,Full Office Job,5.0,Technical Team Leader,,Technical Team Leader,Information technology,,Corporate,,500 - 999 employees,JavaScript,,,Java,C#,,,,,,,,,,,,,,Matlab,,,,,,,,,,,,,,,,,,.NET,Angular/Angular.js,,,,,Spring,,,,,,,,,,,,,,More than 3 years,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,Hasn't changed,3,4.0,6,6,5,7,2,6,5,3,7,7,6,6,5,4,4,6,6,7,7,5,5,5,3,6,5,Portuguese,1985.0,36.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
1926,1927,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,1.0,Working remote because of Covid-19,Full Office Job,5.0,Project Manager,,Project Manager,Education and training,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,4,4.0,7,6,6,7,6,5,6,6,7,6,7,6,6,4,5,6,5,7,6,6,4,6,6,6,6,Portuguese,1984.0,37.0,Female,Full professional proficiency,,Organization,Masters degree,More than 9 years,6+ years
1927,1928,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Back-End Developer,,Back-End Developer,Financial and banking,,"Scale-up (fast growing company aka ""unicorn"")",,500 - 999 employees,,Bash/Shell/PowerShell,SQL,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]0%, 5%]",5,4.0,7,6,4,6,7,7,7,2,4,1,7,6,7,1,1,5,2,5,5,5,5,7,5,5,4,Portuguese,1979.0,42.0,Male,Full professional proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1928,1929,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Canada,North America,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,DevOps Engineer,,DevOps Engineer,Software development - other,,Corporate,,100 - 499 employees,,Bash/Shell/PowerShell,,,C#,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Hasn't changed,3,3.0,6,6,5,6,4,6,3,3,2,2,4,2,2,5,6,7,2,2,2,4,3,4,2,4,6,Portuguese,1985.0,36.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
1929,1930,Working as a Contractor/Freelancer,Contractor,,0.0,Portugal,Setúbal,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Project Manager,,Project Manager,Telecommunications,,Corporate,,More than 5.000 employees,,Bash/Shell/PowerShell,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7 to 12 months,25.0,40000.0,,,,,,40000,Hasn't changed,2,5.0,5,4,4,4,6,6,6,6,7,7,7,6,4,2,2,6,2,7,6,7,6,6,4,7,4,Portuguese,1973.0,48.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
1930,1931,Employed full-time,Permanent Employee,0.0,,Portugal,Setúbal,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Product Owner/Product Manager,,Product Owner/Product Manager,Energy or utilities,,Nearshore (outsource business processes to companies in a nearby country),,More than 5.000 employees,JavaScript,,SQL,,,Python,,,,,,,,,,R,,VBA,,,,,,,,,,,,,,,,,,jQuery,,Angular/Angular.js,,React,,,,,,,,,,,,,,,,,Between 1 - 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]0%, 5%]",4,3.0,6,6,6,5,6,5,6,5,5,4,5,5,6,5,5,7,4,7,6,7,6,6,5,6,4,Portuguese,1991.0,30.0,Female,Full professional proficiency,Self-taught,,Masters degree,Between 3 - 6 years,3 - 6 years
1931,1932,Employed full-time,Permanent Employee,0.0,,Portugal,Madeira,Azores and Madeira,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,5.0,Working remote because of Covid-19,Full Office Job,4.0,Full-Stack Developer,,Full-Stack Developer,Consulting,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,JavaScript,Bash/Shell/PowerShell,SQL,,C#,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,,,,,,,,,,,,,,,,,,,,Less than one year,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,4,3.0,6,6,4,5,6,7,6,4,4,3,6,6,6,7,7,7,3,3,3,6,7,7,2,2,5,Portuguese,1992.0,29.0,Male,Elementary,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1932,1933,Employed full-time,Permanent Employee,1.0,,Portugal,Setúbal,Lisbon Metropolitan Area,France,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Full-Stack Developer,,Full-Stack Developer,Financial and banking,,Corporate,,More than 5.000 employees,,,SQL,Java,,,,,,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angular/Angular.js,,,,,Spring,,,,,,,,,,,,,,More than 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]0%, 5%]",2,3.0,4,4,5,5,5,5,6,5,5,4,4,6,5,3,3,3,3,3,3,6,5,3,4,4,3,Portuguese,1985.0,36.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
1933,1934,Employed full-time,Permanent Employee,0.0,,Portugal,Madeira,Azores and Madeira,Portugal,Europe,Portugal,Madeira,Azores and Madeira,Flexible between remote and office,3.0,Working remote because of Covid-19,Full Office Job,6.0,Full-Stack Developer,,Full-Stack Developer,Information technology,,Outsourcing,,100 - 499 employees,JavaScript,,SQL,,,,PHP,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,,,React,,Laravel,,,,,,,,,,,,,,,Between 1 - 3 years,< €15.000,12500.0,0.0,15000.0,12500,Decreased more than 15%,3,5.0,6,6,6,6,6,6,6,6,6,4,5,6,6,6,6,6,6,6,6,6,5,5,6,6,6,Venezuelan,1987.0,34.0,Male,Professional working proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
1934,1935,Working as a Contractor/Freelancer,Contractor,,0.0,Portugal,Porto,Porto Metropolitan Area,Netherlands,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Solutions Architect,,Solutions Architect,Software as a service (saas) development,,SME - Small or Medium Enterprise (personnel <250),,10 - 19 employees,JavaScript,,,,,Python,,,,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,React,Django,,,,,,Flask,,,,,,12,7 to 12 months,30.0,48000.0,,,,,,48000,"]5%,15%]",5,2.0,6,5,2,6,7,7,6,6,5,4,6,6,5,2,1,3,1,4,4,4,4,5,6,3,3,Portuguese,1983.0,38.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
